Stn Number,agency,Latitude,Longitude,Elevation,First Date,First Yea,Last Date,Last Year,Number of Years,Stn Name
233215_74,74,-37.8107,143.9184,300,12:12_19/08/1997,1997,07:45_13/01/2009,2009,13,LEIGH RIVER @ MOUNT MERCER
233218_74,74,-38.15,143.9933,0,11:54_21/07/1989,1989,08:14_06/10/2008,2008,20,BARWON RIVER @ INVERLEIGH
233218b_102,102,-38.1495,143.9902,0,11:54_21/07/1989,1989,11:53_09/06/2009,2009,21,BARWON RIVER @ INVERLEIGH
233223_74,74,-37.9286,143.8663,186,15:30_11/10/1994,1994,10:00_10/02/2009,2009,16,WARRAMBINE CREEK @ WARRAMBINE
233224a_102,102,-38.3252,143.8334,0,10:45_21/05/1993,1993,10:30_08/04/2009,2009,17,BARWON RIVER @ RICKETTS MARSH
233248_74,74,-37.9998,143.9719,0,12:24_27/07/1994,1994,09:30_10/02/2009,2009,16,LEIGH RIVER @ SHELFORD (GOLF HILL)
233250_74,74,-38.4482,143.7313,0,15:29_28/07/1994,1994,11:48_19/11/2008,2008,15,AGROFORESTRY SITE @ RACECOURSE PADDOCK GERAN
233251_74,74,-38.1383,143.885,0,12:50_22/04/1997,1997,12:15_08/10/2008,2008,12,MIA MIA CREEK U/S LAKE MURDEDUKE
233801_74,74,-38.5316,143.7189,0,10:27_12/05/1995,1995,09:43_17/11/2008,2008,14,RAINGAUGE (WEST BARWON R) @ WEST BARWON DAM
233802_74,74,-38.6242,143.7311,0,10:27_20/12/1996,1996,14:14_28/01/2009,2009,14,RAINGAUGE MOUNT SABINE
233803_74,74,-38.5479,143.8602,0,15:00_20/12/1996,1996,14:30_14/10/2008,2008,13,RAINGAUGE MOUNT COWLEY
233815_74,74,-37.6728,143.9432,0,12:30_12/12/2000,2000,11:20_02/02/2009,2009,10,RAINGAUGE @ BUNINYONG
234201_74,74,-38.0133,143.6417,0,13:07_30/06/1994,1994,08:31_19/11/2008,2008,15,WOADY YALOAK RIVER @ CRESSY (YARIMA)
234209_74,74,-38.3385,143.5582,0,08:02_25/08/1994,1994,07:55_29/01/2009,2009,16,DEAN CREEK @ LAKE COLAC
234212_74,74,-38.02,143.3522,0,13:51_17/06/1994,1994,09:10_18/02/2009,2009,16,BROWNS WATERHOLES @ D/S LISMORE (URARA)
234616_74,74,-38.2765,143.6199,0,14:13_16/05/1995,1995,10:34_08/10/2008,2008,14,LAKE COLAC (H.G.) @ MEREDITH PARK
235211_74,74,-38.5891,143.2565,0,14:23_22/06/1994,1994,10:02_21/01/2009,2009,16,KENNEDYS CREEK @ KENNEDYS CREEK
235237_74,74,-38.448,142.9889,0,17:02_25/10/1994,1994,10:45_06/01/2009,2009,16,SCOTTS CREEK @ CURDIE (DIGNEYS BRIDGE)
235255_74,74,-38.2702,144.2937,0,14:00_18/10/1994,1994,13:20_01/07/2008,2008,15,THOMPSON CREEK @ GHAZEEPORE
238220_74,74,-37.5264,142.001,0,13:25_13/07/1990,1990,16:24_24/09/2008,2008,19,DUNDAS RIVER @ CAVENDISH
401009_77,77,-35.9256,148.0999,-1.6,13:30_26/10/1978,1978,08:00_23/01/2009,2009,32,MARAGLE CREEK AT MARAGLE
401012_77,77,-36.3192,148.0519,316,12:30_02/09/1993,1993,07:15_19/03/2009,2009,17,MURRAY RIVER AT BIGGARA
401014_77,77,-36.0407,148.0533,246,16:00_01/09/1993,1993,23:00_14/03/2009,2009,17,TOOMA RIVER AT PINEGROVE
401201_74,74,-36.5706,147.4119,0,12:37_11/09/2000,2000,16:24_23/01/2009,2009,10,MURRAY RIVER @ JINGELLIC
401203_74,74,-36.946,147.6057,556,19:50_25/07/1990,1990,11:43_23/10/2008,2008,19,MITTA MITTA RIVER @ HINNOMUNJIE
401210_74,74,-36.5685,147.4134,0,14:30_03/01/1991,1991,06:07_01/12/2008,2008,18,SNOWY CREEK @ BELOW GRANITE FLAT
401216_74,74,-36.9327,147.4722,720,17:14_18/03/1993,1993,07:47_18/12/2008,2008,16,BIG RIVER @ JOKERS CREEK
401217_74,74,-36.7566,147.7093,0,11:29_02/08/1990,1990,13:24_17/12/2008,2008,19,GIBBO RIVER @ GIBBO PARK
401231_74,74,-36.6607,147.4332,0,08:24_27/04/1993,1993,11:30_31/12/2008,2008,16,SNOWY CREEK @ D/S LIGHTNING CK
402203_74,74,-36.5954,147.1004,263,11:15_17/06/1993,1993,05:50_11/01/2009,2009,17,KIEWA RIVER @ MONGANS BRIDGE
403205_74,74,-36.7267,146.9567,0,16:56_26/05/1992,1992,10:45_18/12/2008,2008,17,OVENS RIVERS @ BRIGHT
403213_74,74,-36.6185,146.1325,192,15:17_16/06/1993,1993,15:28_22/01/2009,2009,17,FIFTEEN MILE CREEK @ GRETA SOUTH
403220_74,74,-36.7116,146.6695,0,13:30_29/07/1997,1997,02:20_07/12/2008,2008,12,BUFFALO RIVER @ LAKE BUFFALO
403224_74,74,-36.515,146.4483,0,01:43_15/07/2000,2000,20:58_02/11/2008,2008,9,HURDLE CREEK @ BOBINAWARRAH
403226_74,74,-36.6063,146.3625,0,01:40_15/07/2000,2000,04:09_01/12/2008,2008,9,BOGGY CREEK @ ANGLESIDE
403227_74,74,-36.8313,146.3982,295,00:02_02/06/1992,1992,07:56_02/02/2009,2009,18,KING RIVER @ CHESHUNT
403230_74,74,-36.5335,146.6683,0,14:22_24/09/1992,1992,19:11_06/12/2008,2008,17,OVENS RIVER @ ROCKY POINT
403233_74,74,-36.7215,146.882,290,17:15_28/10/1993,1993,11:15_18/12/2008,2008,16,BUCKLAND RIVER @ HARRIS LANE
403234_74,74,-36.9134,146.3864,0,00:21_19/07/2000,2000,08:55_01/12/2008,2008,9,KING RIVER @ LAKE WILLIAM HOVELL (HEAD GAUGE
403803_74,74,-36.7476,146.5361,0,02:01_19/07/2000,2000,04:38_01/12/2008,2008,9,RAINGAUGE (BLACK RANGE CK) @ TROUT FARM
403804_74,74,-36.7395,146.3397,0,00:42_15/07/2000,2000,19:49_30/12/2008,2008,9,RAINGAUGE (UPPER BOGGY CK) @ MYRRHEE
403805_74,74,-36.7896,146.2797,0,23:45_14/07/2000,2000,11:18_30/12/2008,2008,9,RAINGAUGE (UPPER 15 MILE CK) @ HANDCOCKS
404204_74,74,-36.1238,145.8296,0,16:15_13/10/1992,1992,07:09_30/12/2008,2008,17,BOOSEY CREEK @ TUNGAMAH
404206_74,74,-36.7995,146.0169,0,13:33_25/05/1993,1993,13:51_22/01/2009,2009,17,BROKEN RIVER @ MOORNGAG
404210_74,74,-35.9686,144.9616,0,16:00_17/04/1991,1991,09:09_14/11/2008,2008,18,BROKEN CREEK @ RICES WEIR
404214_74,74,-36.0985,145.6852,0,15:45_13/10/1992,1992,07:08_30/12/2008,2008,17,BROKEN CREEK @ KATAMATITE
404224_74,74,-36.435,145.6967,0,12:30_13/10/1992,1992,11:49_21/01/2009,2009,18,BROKEN RIVER @ GOWANGARDIE
405200_74,74,-36.617,145.2196,0,16:00_11/04/1990,1990,08:09_20/01/2009,2009,20,GOULBURN RIVER @ MURCHISON
405209_74,74,-37.3233,145.71,0,23:27_06/03/1993,1993,05:52_21/01/2009,2009,17,ACHERON RIVER @ TAGGERTY
405212_74,74,-37.1017,145.055,0,14:53_26/10/1988,1988,12:02_10/12/2008,2008,21,SUNDAY CREEK @ TALLAROOK
405217_74,74,-37.3833,145.475,0,10:30_29/10/1997,1997,09:33_16/10/2008,2008,12,YEA RIVER @ DEVLINS BRIDGE
405226_74,74,-36.6148,145.3036,0,13:10_29/11/1990,1990,12:55_29/01/2009,2009,20,PRANJIP CREEK @ MOORLIM
405231_74,74,-37.3468,145.288,0,15:53_24/09/1992,1992,13:56_21/01/2009,2009,18,KING PARROT CREEK @ FLOWERDALE
405238_74,74,-37.1203,144.8573,0,12:54_17/11/1988,1988,11:28_11/12/2008,2008,21,MOLLISON CREEK @ PYALONG
405240_74,74,-37.0596,145.055,160,17:45_25/10/1988,1988,14:43_10/12/2008,2008,21,SUGARLOAF CREEK @ ASH BRIDGE
405245_74,74,-37.0383,146.0536,0,13:15_02/06/1989,1989,12:44_18/12/1998,1998,10,FORD CREEK @ MANSFIELD
405246_74,74,-36.5908,145.3511,128,13:50_30/11/1990,1990,13:03_21/01/2009,2009,20,CASTLE CREEK @ ARCADIA
405248_74,74,-36.8544,144.9146,0,14:56_14/10/1988,1988,14:14_11/12/2008,2008,21,MAJOR CREEK @ GRAYTOWN
405259_74,74,-36.7175,145.1711,0,11:40_23/08/1989,1989,10:40_30/12/2008,2008,20,GOULBURN RIVER @ GOULBURN WEIR (H.G.)
405274_74,74,-37.106,145.6051,0,13:15_04/11/1997,1997,12:15_09/12/2008,2008,12,HOME CREEK @ YARCK
405290_74,74,-37.2873,145.0493,0,16:55_19/09/1988,1988,09:07_11/12/2008,2008,21,PINE CREEK @ BROADFORD
405291_74,74,-37.0321,145.2088,0,17:50_15/09/1988,1988,10:45_10/12/2008,2008,21,WHITEHEADS CREEK @ WHITEHEADS CREEK
405292_74,74,-36.486,145.5949,0,16:20_20/06/1989,1989,11:31_16/12/2008,2008,20,SHEEP PEN CREEK @ CANIAMBO
405293_74,74,-36.8873,145.0576,0,22:30_11/06/1989,1989,13:12_18/12/2008,2008,20,GARDINER CREEK @ PUCKAPUNYAL
405714_74,74,-36.2398,145.0631,0,12:30_19/04/1990,1990,09:22_28/01/2009,2009,20,CENTRAL GOULBURN @ NO.9 CH - OUTFALL NO. VI
405720_74,74,-36.1863,145.1411,0,12:40_10/04/1990,1990,13:54_27/01/2009,2009,20,RODNEY MAIN DRAIN @ WELLS CREEK
405834_74,74,-37.645,146.0138,0,00:06_01/01/1988,1988,10:21_10/01/2002,2002,15,RAINGAUGE (SHAWS) @ WARBURTON-WOODS POINT RO
406202_74,74,-36.35,144.7033,0,15:05_16/07/1992,1992,09:10_07/01/2009,2009,18,CAMPASPE RIVER @ ROCHESTER
406213_74,74,-37.017,144.5395,0,10:34_20/02/1989,1989,10:04_19/01/2009,2009,21,CAMPASPE RIVER @ REDESDALE
406216_74,74,-36.8969,144.3556,0,14:08_16/11/1988,1988,07:53_20/01/2009,2009,22,AXE CREEK @ SEDGEWICK
406224_74,74,-36.5457,144.6377,144,17:03_18/10/1988,1988,08:50_14/01/2009,2009,22,MOUNT PLEASANT CREEK @ RUNNYMEDE
406235_74,74,-36.9492,144.6644,0,15:00_23/10/1989,1989,09:14_19/01/2009,2009,21,WILD DUCK CREEK @ U/S OF HEATHCOTE-MIA MIA R
406262_74,74,-36.8109,144.3912,194,13:40_26/05/1989,1989,07:09_20/01/2009,2009,21,AXE CREEK @ STRATHFIELDSAYE
406263_74,74,-36.0959,144.6754,0,11:30_09/04/1990,1990,12:45_29/12/2008,2008,19,MULLERS CREEK @ MURRAY VALLEY HIGHWAY
406264_74,74,-36.1867,144.7306,0,15:00_25/05/1990,1990,10:03_30/12/2008,2008,19,MILLEWA CREEK @ NORTHERN HIGHWAY ECHUCA
406704_74,74,-36.1287,144.7693,0,15:20_01/03/1990,1990,09:11_29/12/2008,2008,19,DEAKIN MAIN DRAIN @ OUTFALL (ECHUCA)
406751_74,74,-36.3145,144.6243,0,15:09_10/07/1989,1989,09:22_08/01/2009,2009,21,BAMAWM MAIN DRAIN @ D/S WARANGA WESTERN CHAN
406756_74,74,-36.3287,144.9809,0,15:30_30/07/1992,1992,07:39_28/01/2009,2009,18,MOSQUITO CREEK DEPRESSION @ CURR ROAD
407211_74,74,-36.9203,143.7571,0,13:30_10/10/1990,1990,08:40_08/07/2008,2008,19,BET BET CREEK @ BET BET
407217_74,74,-37.158,144.2084,269,04:15_26/10/1994,1994,10:18_18/12/2008,2008,15,LODDON RIVER @ VAUGHAN D/S FRYERS CREEK
407221_74,74,-37.2078,144.0961,0,04:32_26/10/1994,1994,13:07_23/01/2009,2009,16,JIM CROW CREEK @ YANDOIT
407222_74,74,-37.2274,143.8341,0,04:43_26/10/1994,1994,08:45_19/12/2008,2008,15,TULLAROOP CREEK @ CLUNES
407240_74,74,-36.8338,143.8917,0,13:50_02/04/1997,1997,14:52_21/07/2008,2008,12,LODDON RIVER @ LAANECOORIE RESERVOIR (H. GAU
407284_74,74,-35.889,144.0434,0,12:37_21/06/1991,1991,13:08_13/02/2009,2009,19,CALIVIL CREEK @ WISHARTS ROAD
407287_74,74,-35.9097,144.1876,0,14:00_17/06/1991,1991,09:20_27/02/2009,2009,19,BULLOCK CREEK @ U/S BOX CREEK
407288_74,74,-37.1878,143.5228,0,16:45_17/09/1990,1990,12:49_09/07/2008,2008,19,BET BET CREEK @ LILLICUR
407289_74,74,-36.0977,143.9242,0,13:30_20/06/1991,1991,10:05_03/12/2008,2008,18,NINE MILE CREEK @ SERPENTINE CREEK OFFTAKE
407300_74,74,-37.0167,144.1417,280,12:13_19/09/1996,1996,18:15_22/01/2009,2009,14,MUCKLEFORD CREEK @ MUCKLEFORD NORTH
407303a_32,32,-37.2908,143.554,0,06:47_14/09/1995,1995,07:36_15/01/2009,2009,15,DOCTORS CREEK @ U/S LEXTON RESERVOIR
407712_74,74,-36.0802,144.5666,0,10:07_02/03/1990,1990,08:38_06/01/2009,2009,20,LOCKINGTON MAIN DRAIN @ MURPHY SWAMP
407726_74,74,-35.7678,144.0964,0,10:00_13/12/1988,1988,08:13_24/07/2002,2002,15,COHUNA DRAIN NO 5 @ U/S OUTFALL TO BARR CK
407805a_32,32,-37.4165,144.2148,0,13:20_18/09/1998,1998,13:20_01/12/2008,2008,12,
408200_74,74,-36.438,143.2983,0,09:47_26/10/1990,1990,13:48_21/07/2008,2008,19,AVOCA RIVER @ COONOOER
409023_77,77,-35.4344,144.7586,-5.3,15:46_03/03/1994,1994,00:00_02/02/2009,2009,16,EDWARD RIVER D/S STEVENS WEIR
409216_74,74,-36.0089,146.0006,129,17:00_19/06/1992,1992,20:02_02/11/2008,2008,17,MURRAY RIVER @ YARRAWONGA WEIR (HEAD GAUGE)
409711_74,74,-35.84,145.4957,0,15:00_07/06/1990,1990,11:12_12/09/2008,2008,19,MURRAY VALLEY DRAIN 3 OUTFALL @ SHEEPWASH CR
409712_74,74,-35.9082,145.3323,0,16:40_06/06/1990,1990,10:18_12/09/2008,2008,19,MURRAY VALLEY DRAIN 6 HEAD @ 2KM NTH MURRAY
410025_77,77,-34.7877,148.377,251.9,08:00_04/12/1995,1995,14:00_24/06/2009,2009,15,JUGIONG CREEK AT JUGIONG (INVERLOCKIE)
410112_77,77,-34.5745,148.0892,415.1,18:15_19/08/1975,1975,13:00_01/06/2009,2009,35,JINDALEE CREEK AT JINDALEE
410114_77,77,-35.2339,148.3057,405.6,11:55_07/08/1975,1975,14:00_25/03/2009,2009,35,KILLIMCAT CREEK AT WYANGLE
410156_77,77,-35.3511,147.5529,307.2,13:09_28/10/1999,1999,12:00_01/07/2009,2009,11,KYEAMBA CREEK AT BOOK BOOK
410160_77,77,-34.9535,149.1886,506.7,12:00_25/05/1989,1989,16:00_07/05/2009,2009,21,WILLIAMS CREEK AT WHITE HILL
412134_77,77,-34.5955,147.8659,244.7,11:40_21/09/1988,1988,10:20_01/06/2009,2009,22,WATTLE CREEK AT DUDAUMAN
412135_77,77,-34.6719,148.9626,3.1,14:00_22/08/1989,1989,14:45_29/03/1999,1999,11,BEGALIA CREEK AT BEGALIA
415207_74,74,-37.19,143.1833,0,08:32_16/10/1992,1992,14:20_09/09/2008,2008,17,WIMMERA RIVER @ EVERSLEY
415237_74,74,-37.0257,142.8218,207,15:11_17/01/1993,1993,12:57_21/08/2008,2008,16,CONCONGELLA CREEK @ STAWELL
415238_74,74,-36.9024,143.1066,0,13:57_13/09/1993,1993,13:57_16/07/2008,2008,16,WATTLE CREEK @ NAVARRE
415256_74,74,-36.5603,142.0103,0,14:30_20/07/1989,1989,12:16_11/09/2008,2008,20,WIMMERA RIVER @ U/S OF DIMBOOLA
415257_74,74,-36.4284,142.9842,0,10:25_08/08/1989,1989,16:45_02/07/2008,2008,20,RICHARDSON RIVER @ DONALD
416008_77,77,-29.2179,151.3838,367.1,11:46_20/01/2000,2000,11:50_25/06/2009,2009,10,BEARDY RIVER AT HAYSTACK
416016_77,77,-29.792,151.1275,615.1,09:09_10/09/1993,1993,09:11_23/03/2009,2009,17,MACINTYRE RIVER AT INVERELL (MIDDLE CREEK)
416020_77,77,-29.2324,150.7592,376.1,13:00_15/05/1996,1996,11:33_24/03/2009,2009,14,OTTLEYS CREEK AT COOLATAI
416023_77,77,-29.2913,151.9245,817.7,12:57_25/03/1993,1993,14:00_25/02/2009,2009,17,DEEPWATER RIVER AT BOLIVIA
416031_77,77,-29.057,150.9027,296.8,14:08_06/03/1997,1997,12:04_17/12/2008,2008,12,MACINTYRE RIVER AT RIDGELANDS
416032_77,77,-29.0154,151.5997,418,14:07_19/01/2000,2000,11:07_26/06/2009,2009,10,MOLE RIVER AT DONALDSON
416037_77,77,-28.6265,149.6677,211.1,09:45_20/03/1997,1997,09:52_02/04/2009,2009,13,BOOMI RIVER AT BOOMI WEIR OFFTAKE
416040_77,77,-28.692,150.8917,277.8,15:30_05/06/1996,1996,15:08_24/03/2009,2009,14,DUMARESQ RIVER AT GLENARBON WEIR
416055_77,77,-29.8295,151.1435,685,12:00_17/04/1997,1997,16:15_01/09/2008,2008,12,MIDDLE CREEK AT FERNDALE
416056_77,77,-29.8482,151.3275,680.2,16:00_14/07/1998,1998,16:40_02/09/2008,2008,11,MACINTYRE AT LITTLE VALLEY
416057_77,77,-29.8137,151.2636,650.2,12:00_14/07/1998,1998,13:00_04/09/2008,2008,11,MACINTYRE RIVER AT ELSMORE BRIDGE
416058_77,77,-28.9016,150.7817,277.1,14:46_20/01/2000,2000,11:51_05/11/2008,2008,9,MACINTYRE RIVER AT YETMAN BRIDGE
416059_77,77,-29.8065,151.4197,735.5,13:00_15/07/1998,1998,10:00_03/09/2008,2008,11,KINGS CREEK AT GRED
416061_77,77,-29.8748,151.4682,885.3,10:45_16/07/1998,1998,13:40_02/09/2008,2008,11,PARADISE CREEK AT PARADISE STATION
416062_77,77,-29.8284,151.3481,685.3,16:00_25/06/1998,1998,15:15_02/09/2008,2008,11,KINGS CREEK AT NEWSTEAD NORTH
416063_77,77,-29.9281,151.4399,895.2,15:00_24/06/1998,1998,12:15_02/09/2008,2008,11,MACINTYRE RIVER AT WYOMING
416064_77,77,-29.8801,151.2144,785,13:00_26/06/1998,1998,14:20_01/09/2008,2008,11,MIDDLE CREEK AT STANNIFER
416310a_66,66,-28.9173,151.5845,401,16:45_14/08/1991,1991,14:56_06/08/2008,2008,18,DUMARESQ RIVER AT FARNBRO
416317a_66,66,-28.5986,151.8886,807,15:00_21/10/1998,1998,11:50_05/08/2008,2008,11,BROADWATER CREEK AT DAM SITE
416415a_66,66,-28.5716,150.8455,220,10:20_14/07/1993,1993,14:45_09/09/2008,2008,16,MACINTYRE BROOK AT BOOBA SANDS
418008_77,77,-30.171,151.0653,663.9,13:10_16/10/2000,2000,15:30_11/05/2009,2009,10,GWYDIR RIVER AT BUNDARRA
418013_77,77,-29.5819,150.3666,19.5,12:26_18/10/1996,1996,05:00_22/06/2009,2009,14,GWYDIR RIVER AT GRAVESEND ROAD BRIDGE
418014_77,77,-30.4673,151.3625,758.5,09:55_07/02/2001,2001,14:10_11/05/2009,2009,9,GWYDIR RIVER AT YARROWYCK
418069_77,77,-29.6909,150.929,685.1,13:00_19/03/1991,1991,12:00_11/08/2004,2004,14,BOXHILL WATERCOURSE NEAR INVERELL
419010_77,77,-30.9654,151.3459,922.1,10:25_23/02/1996,1996,10:34_14/11/2007,2007,12,MACDONALD RIVER AT WOOLBROOK
419016_77,77,-31.0598,151.1265,466.5,15:45_15/08/1991,1991,10:04_17/07/2006,2006,16,COCKBURN RIVER AT MULLA CROSSING
419028_77,77,-30.6264,151.1097,762.7,09:40_04/10/2000,2000,12:45_03/06/2009,2009,10,MACDONALD RIVER AT RETREAT
419032_77,77,-30.7734,149.99,15.6,10:50_01/03/1996,1996,10:11_26/03/2009,2009,14,COXS CREEK AT BOGGABRI
419033_77,77,-31.3484,149.8855,13.8,12:15_15/05/1996,1996,12:13_12/08/2008,2008,13,COXS CREEK AT TAMBAR SPRINGS
419034_77,77,-31.4073,150.4309,314.5,12:00_27/02/1996,1996,12:00_10/03/2009,2009,14,MOOKI RIVER AT CAROONA
419035_77,77,-31.2711,150.9158,450.6,17:30_15/08/1991,1991,03:45_19/02/2009,2009,19,GOONOO GOONOO CREEK AT TIMBUMBURI
419076_77,77,-31.6584,150.6441,374.1,10:00_27/02/1996,1996,12:03_19/08/2008,2008,13,WARRAH CREEK AT OLD WARRAH
419081_77,77,-31.4303,151.1354,540.5,10:15_06/09/1991,1991,09:51_30/07/2008,2008,18,PEEL RIVER AT TAROONA
419084_77,77,-31.0352,150.3339,15.4,08:45_29/06/1994,1994,10:00_17/12/2008,2008,15,MOOKI RIVER AT RUVIGNE
419085_77,77,-31.3695,149.8678,13.7,14:29_02/03/1996,1996,10:59_11/11/2008,2008,13,BOMERA CK. AT TAMBAR-PREMER ROAD.
419086_77,77,-31.5609,149.992,13.4,13:44_03/03/1996,1996,15:55_30/10/2007,2007,12,BUNDELLA CK AT BUNDELLA
419087_77,77,-31.5782,150.5318,334.1,16:28_05/03/1996,1996,10:38_22/06/2004,2004,9,BIG JACK S CK AT WARRAH RIDGE.
420003_77,77,-31.3845,149.2023,12.7,16:30_14/09/1977,1977,11:00_24/03/2009,2009,33,BELAR CREEK AT WARKTON (BLACKBURNS)
422210a_66,66,-26.4074,148.7788,321,17:45_04/04/1990,1990,15:00_28/10/2008,2008,19,BUNGIL CREEK AT TABERS
422213a_66,66,-27.3185,148.8257,228,14:20_21/03/1998,1998,09:30_28/10/2008,2008,11,BALONNE RIVER AT WERIBONE
422219a_66,66,-26.8474,149.4724,290,12:40_12/11/1991,1991,14:40_27/10/2008,2008,18,YULEBA CREEK AT FORESTRY STATION
422313b_66,66,-28.2289,152.2272,493,11:45_10/04/1990,1990,11:23_22/10/2008,2008,19,EMU CREEK AT EMU VALE
422332b_66,66,-27.4705,151.7408,405,13:10_02/02/1993,1993,15:54_25/08/2008,2008,16,GOWRIE CREEK AT OAKEY
422336a_66,66,-26.9043,150.783,307,13:00_11/11/1991,1991,13:18_29/08/2008,2008,18,CONDAMINE RIVER AT BRIGALOW
422338a_66,66,-28.0321,151.5853,421,11:34_09/04/1990,1990,13:00_27/08/2008,2008,19,CANAL CREEK AT LEYBURN
422394a_66,66,-28.3714,152.1415,478,12:50_07/07/1993,1993,08:25_23/10/2008,2008,16,CONDAMINE RIVER AT ELBOW VALLEY
422401d_66,66,-26.4887,147.9804,335,09:32_18/03/1998,1998,15:27_29/10/2008,2008,11,MARANOA RIVER AT MITCHELL
422404a_66,66,-27.7271,148.473,223,12:50_20/01/1993,1993,10:22_30/10/2008,2008,16,MARANOA RIVER AT CASHMERE
422501a_66,66,-27.8401,147.5115,210,09:47_04/08/1999,1999,13:15_30/10/2008,2008,10,WALLAM CREEK AT CARDIFF
423203a_66,66,-27.2482,145.9697,235,12:05_05/03/1997,1997,14:43_23/09/2008,2008,12,WARREGO RIVER AT WYANDRA
423204a_66,66,-25.7953,146.5857,365,14:00_25/10/1991,1991,15:42_22/09/2008,2008,18,WARREGO RIVER AT AUGATHELLA
425016_77,77,-31.4621,145.8119,7.2,15:10_13/08/1976,1976,14:46_24/03/2009,2009,34,BOX CREEK AT COBAR
501002_76,76,-14.6619,126.9932,0,11:20_16/06/1973,1973,06:49_14/10/2000,2000,28,DRYSDALE RIVER - SOLEA FALLS (HORSESHOE)
501003_76,76,-14.4867,125.7962,0,07:20_30/10/1969,1969,09:37_25/01/1999,1999,31,CRYSTAL CREEK - CRYSTAL HEAD
501008_76,76,-15.6235,128.1112,0,10:00_07/12/1967,1967,09:39_20/08/2008,2008,42,MOOCHALABRA CREEK - NO 1 MOOCHALABRA
501009_76,76,-15.6534,128.1331,0,09:15_08/12/1967,1967,14:25_23/10/1980,1980,14,MOOCHALABRA CREEK - NO 2 MOOCHALABRA
501010_76,76,-16.3167,127.1796,0,09:55_16/11/1972,1972,12:55_15/10/2000,2000,29,DURACK RIVER - NETTOPUS POOL
501012_76,76,-16.3918,125.0593,0,11:00_30/08/1973,1973,07:05_16/08/1999,1999,27,CHARNLEY RIVER - PANTA DOWNS
501014_76,76,-15.9468,126.3283,0,11:30_30/08/1973,1973,09:12_11/10/2000,2000,28,DRYSDALE RIVER - DONKEY ROAD
501019_76,76,-14.7938,126.2093,0,09:00_14/08/1974,1974,09:19_14/10/2000,2000,27,KING EDWARD RIVER - MT REID
501022_76,76,-14.9484,125.7386,0,09:45_16/10/1979,1979,13:10_16/07/1999,1999,21,MITCHELL RIVER - MAP HILL
501025_76,76,-14.7906,126.791,0,17:19_27/08/1980,1980,11:10_13/10/2000,2000,21,CARSON RIVER - MOORELLO
501026_76,76,-14.8061,126.4988,0,10:43_04/07/1982,1982,13:21_20/07/1999,1999,18,MORGAN RIVER - MOONDOALNEE
501027_76,76,-15.2565,126.2766,0,16:05_01/07/1982,1982,13:47_11/10/2000,2000,19,DRYSDALE-KING EDWARD - COUCHMAN RANGE
501028_76,76,-14.8642,125.8292,0,11:23_07/07/1982,1982,11:35_12/10/2000,2000,19,CAMP CREEK - THE CRUSHER
502001_76,76,-18.0151,126.3068,0,10:09_19/09/1985,1985,14:00_01/11/2007,2007,23,LEOPOLD RIVER - MT WINIFRED
502002_76,76,-17.8116,126.8655,0,15:30_06/05/1971,1971,08:52_20/01/2009,2009,39,LEOPOLD RIVER - MUD SPRINGS
502003_76,76,-18.6227,126.8789,0,09:30_17/12/1966,1966,10:57_09/07/2002,2002,37,MARGARET RIVER - MARGARET R HOMESTEAD
502005_76,76,-18.3361,126.1327,0,14:12_22/05/1973,1973,12:04_14/10/2008,2008,36,MARGARET RIVER - MT KRAUSS
502006_76,76,-18.4477,126.5929,0,10:00_03/11/1972,1972,11:45_09/12/2008,2008,37,MARGARET RIVER - ME NO SAVVY
502008_76,76,-18.6166,126.0891,0,17:00_04/01/1973,1973,06:23_02/12/1998,1998,26,MT PIERRE CREEK - MT PIERRE GORGE
502013_76,76,-17.248,128.0605,0,12:15_02/01/1970,1970,09:24_05/12/1998,1998,29,FLETCHER CREEK - VIOLET HILL
502014_76,76,-17.2787,128.057,0,11:15_26/10/1972,1972,11:02_25/09/2008,2008,37,FLETCHER CREEK TRIB - FROG HOLLOW
502015_76,76,-17.4259,127.6001,0,13:15_27/10/1972,1972,13:42_20/01/2009,2009,38,ORD RIVER - BEDFORD DOWNS
502017_76,76,-18.3939,127.7687,0,11:42_19/10/1972,1972,10:09_05/07/2001,2001,30,BLACK ELVIRE RIVER - KOONGIE PARK
502018_76,76,-15.6848,128.7246,0,10:40_30/12/1970,1970,09:30_08/02/1996,1996,27,IVANHOE PLAINS IRRIG. - D 2B DRAIN
502019_76,76,-16.3231,128.1107,0,09:45_17/08/1972,1972,09:38_21/01/2009,2009,38,DUNHAM RIVER - LIAMMA BORE
502020_76,76,-17.4129,127.3,0,15:00_25/10/1972,1972,10:01_20/01/2009,2009,38,ORD RIVER - ELGEE CLIFFS
502021_76,76,-18.3464,127.5581,0,15:25_03/11/1972,1972,16:47_11/07/2001,2001,30,BLACK ELVIRE RIVER - ROCKHOLE HOMESTEAD
502024_76,76,-16.8692,126.0512,0,13:30_18/10/1972,1972,08:51_05/08/2008,2008,37,HANN RIVER - PHILLIPS RANGE
502027_76,76,-16.8684,127.7283,0,15:05_15/06/1976,1976,06:52_21/01/2009,2009,34,WILSON RIVER - DURACK RANGE
502028_76,76,-17.3726,128.8546,0,17:04_05/02/1977,1977,09:15_07/10/2008,2008,32,ORD RIVER - OLD ORD HOMESTEAD
